ID;CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_MOBIL;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;OCCUPATION_TYPE;CNT_FAM_MEMBERS
8000371;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000372;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000373;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000374;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000375;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000376;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000377;M;N;N;0;180000.0;Commercial associate;Higher education;Married;House / apartment;-14781;-2443;1;0;1;0;Laborers;2.0
8000378;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000379;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000380;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000381;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000382;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000383;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000384;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000385;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000386;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000387;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000388;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000389;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000390;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000391;F;N;N;0;130500.0;Commercial associate;Higher education;Civil marriage;House / apartment;-15140;-4816;1;0;1;0;Cleaning staff;2.0
8000392;F;N;N;0;144000.0;Commercial associate;Higher education;Married;House / apartment;-21041;365243;1;0;1;0;;2.0
8000393;F;N;N;0;144000.0;Commercial associate;Higher education;Married;House / apartment;-21041;365243;1;0;1;0;;2.0
8000394;F;N;N;0;193500.0;Commercial associate;Higher education;Single / not married;House / apartment;-16099;-1866;1;0;1;0;Laborers;1.0
8000395;F;N;N;0;193500.0;Commercial associate;Higher education;Single / not married;House / apartment;-16099;-1866;1;0;1;0;Laborers;1.0
8000396;F;N;N;0;193500.0;Commercial associate;Higher education;Single / not married;House / apartment;-16099;-1866;1;0;1;0;Laborers;1.0
8000397;F;N;N;0;193500.0;Commercial associate;Higher education;Single / not married;House / apartment;-16099;-1866;1;0;1;0;Laborers;1.0
8000398;F;N;N;0;193500.0;Commercial associate;Higher education;Single / not married;House / apartment;-16099;-1866;1;0;1;0;Laborers;1.0
8000399;F;N;N;0;112500.0;Commercial associate;Higher education;Widow;House / apartment;-22061;365243;1;0;0;0;;1.0
8000400;F;N;N;0;112500.0;Commercial associate;Higher education;Widow;House / apartment;-22061;365243;1;0;0;0;;1.0
8000401;F;N;N;0;112500.0;Commercial associate;Higher education;Widow;House / apartment;-22061;365243;1;0;0;0;;1.0
8000402;F;N;N;0;112500.0;Commercial associate;Higher education;Widow;House / apartment;-22061;365243;1;0;0;0;;1.0
8000403;F;Y;N;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000404;F;Y;N;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000405;F;Y;N;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000406;F;Y;N;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000407;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000408;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000409;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000410;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000411;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000412;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000413;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000414;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000415;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000416;F;Y;N;0;135000.0;Pensioner;Higher education;Married;House / apartment;-20140;365243;1;0;1;1;;2.0
8000417;M;Y;N;0;267750.0;Pensioner;Higher education;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000418;M;Y;N;0;267750.0;Pensioner;Higher education;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000419;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000420;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000421;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000422;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000423;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000424;M;Y;N;0;267750.0;Pensioner;Incomplete higher;Married;House / apartment;-20991;-4727;1;0;1;0;Laborers;2.0
8000425;F;N;N;0;139500.0;Pensioner;Incomplete higher;Separated;House / apartment;-16203;-7100;1;0;0;0;Managers;1.0
8000426;F;N;N;0;139500.0;Pensioner;Incomplete higher;Separated;House / apartment;-16203;-7100;1;0;0;0;Managers;1.0
8000427;F;N;N;0;139500.0;Pensioner;Incomplete higher;Separated;House / apartment;-16203;-7100;1;0;0;0;Managers;1.0
8000428;F;N;N;0;139500.0;Pensioner;Incomplete higher;Separated;House / apartment;-16203;-7100;1;0;0;0;Managers;1.0
8000429;M;N;N;0;67500.0;Pensioner;Incomplete higher;Married;House / apartment;-18674;-5304;1;1;1;0;Security staff;2.0
8000430;M;N;N;0;67500.0;Pensioner;Incomplete higher;Married;House / apartment;-18674;-5304;1;1;1;0;Security staff;2.0
8000431;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000432;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000433;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000434;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000435;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000436;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000437;M;Y;N;0;252000.0;Pensioner;Incomplete higher;Married;House / apartment;-10750;-2443;1;0;0;0;High skill tech staff;2.0
8000438;M;N;N;0;180000.0;Pensioner;Incomplete higher;Married;House / apartment;-21155;-130;1;0;1;0;Drivers;2.0
8000439;M;N;N;0;180000.0;Pensioner;Incomplete higher;Married;House / apartment;-21155;-130;1;0;1;0;Drivers;2.0
8000440;M;N;N;0;180000.0;Pensioner;Incomplete higher;Married;House / apartment;-21155;-130;1;0;1;0;Drivers;2.0
8000441;M;N;N;0;180000.0;Pensioner;Incomplete higher;Married;House / apartment;-21155;-130;1;0;1;0;Drivers;2.0
8000442;F;N;N;0;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-19692;-5273;1;1;1;0;Laborers;2.0
8000443;F;N;N;0;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-19692;-5273;1;1;1;0;Laborers;2.0
8000444;F;Y;N;0;900000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19063;-7404;1;0;0;0;Managers;1.0
8000445;F;Y;N;0;900000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19063;-7404;1;0;0;0;Managers;1.0
8000446;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000447;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000448;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000449;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000450;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000451;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000452;M;Y;N;0;180000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-14867;-586;1;1;0;0;Drivers;2.0
8000453;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000454;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000455;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000456;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000457;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000458;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000459;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000460;M;Y;N;0;115290.0;Pensioner;Incomplete higher;Married;House / apartment;-23187;365243;1;0;1;1;;2.0
8000461;F;N;N;2;225000.0;Pensioner;Incomplete higher;Married;House / apartment;-11281;-1744;1;1;0;1;Core staff;4.0
8000462;F;N;N;2;225000.0;Pensioner;Incomplete higher;Married;House / apartment;-11281;-1744;1;1;0;1;Core staff;4.0
8000463;F;N;N;2;225000.0;Pensioner;Incomplete higher;Married;House / apartment;-11281;-1744;1;1;0;1;Core staff;4.0
8000464;M;Y;N;1;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-9430;-1195;1;1;0;0;Sales staff;3.0
8000465;M;Y;N;1;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-9430;-1195;1;1;0;0;Sales staff;3.0
8000466;M;Y;N;1;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-9430;-1195;1;1;0;0;Sales staff;3.0
8000467;M;Y;N;1;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-9430;-1195;1;1;0;0;Sales staff;3.0
8000468;M;Y;N;1;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-9430;-1195;1;1;0;0;Sales staff;3.0
8000469;F;N;N;0;450000.0;Pensioner;Incomplete higher;Married;House / apartment;-14718;-5578;1;0;1;0;Managers;2.0
8000470;F;N;N;0;450000.0;Pensioner;Incomplete higher;Married;House / apartment;-14718;-5578;1;0;1;0;Managers;2.0
8000471;F;N;N;0;450000.0;Pensioner;Incomplete higher;Married;House / apartment;-14718;-5578;1;0;1;0;Managers;2.0
8000472;F;N;N;0;450000.0;Pensioner;Incomplete higher;Married;House / apartment;-14718;-5578;1;0;1;0;Managers;2.0
8000473;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000474;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000475;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000476;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000477;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000478;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000479;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000480;M;N;N;0;279000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-11042;-3174;1;0;0;0;Core staff;1.0
8000481;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000482;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000483;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000484;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000485;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000486;F;N;N;1;76500.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-12506;-495;1;1;0;0;Accountants;3.0
8000487;M;N;N;0;202500.0;Pensioner;Incomplete higher;Married;House / apartment;-20604;-252;1;1;1;0;Security staff;2.0
8000488;M;N;N;0;202500.0;Pensioner;Incomplete higher;Married;House / apartment;-20604;-252;1;1;1;0;Security staff;2.0
8000489;F;N;N;2;67500.0;Pensioner;Incomplete higher;Married;House / apartment;-10331;-433;1;0;1;0;Core staff;4.0
8000490;F;N;N;2;67500.0;Pensioner;Incomplete higher;Married;House / apartment;-10331;-433;1;0;1;0;Core staff;4.0
8000491;M;N;N;0;234000.0;Pensioner;Incomplete higher;Married;House / apartment;-13923;-2290;1;1;1;0;Drivers;2.0
8000492;M;N;N;0;234000.0;Pensioner;Incomplete higher;Married;House / apartment;-13923;-2290;1;1;1;0;Drivers;2.0
8000493;M;N;N;0;234000.0;Pensioner;Incomplete higher;Married;House / apartment;-13923;-2290;1;1;1;0;Drivers;2.0
8000494;M;N;N;0;234000.0;Pensioner;Incomplete higher;Married;House / apartment;-13923;-2290;1;1;1;0;Drivers;2.0
8000495;M;N;N;0;234000.0;Pensioner;Incomplete higher;Married;House / apartment;-13923;-2290;1;1;1;0;Drivers;2.0
8000496;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000497;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000498;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000499;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000500;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000501;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000502;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000503;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000504;F;N;N;0;90000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-19304;-464;1;1;1;0;Core staff;1.0
8000505;F;N;N;0;81000.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;-19569;-1013;1;0;0;0;Security staff;2.0
8000506;M;N;N;0;108000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-8182;-1317;1;1;0;0;Cooking staff;1.0
8000507;M;N;N;0;108000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-8182;-1317;1;1;0;0;Cooking staff;1.0
8000508;M;N;N;0;99000.0;Pensioner;Incomplete higher;Married;House / apartment;-19944;365243;1;0;0;0;;2.0
8000509;M;N;N;0;99000.0;Pensioner;Incomplete higher;Married;House / apartment;-19944;365243;1;0;0;0;;2.0
8000510;M;N;N;0;198000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-8657;-1164;1;1;0;0;Laborers;1.0
8000511;M;N;N;0;198000.0;Pensioner;Incomplete higher;Single / not married;House / apartment;-8657;-1164;1;1;0;0;Laborers;1.0
8000512;M;Y;N;0;360000.0;Pensioner;Incomplete higher;Married;House / apartment;-14835;-1195;1;1;1;0;Drivers;2.0
8000513;M;Y;N;0;360000.0;Pensioner;Incomplete higher;Married;House / apartment;-14835;-1195;1;1;1;0;Drivers;2.0
8000514;F;N;N;0;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-19940;365243;1;0;1;0;;2.0
8000515;F;N;N;0;135000.0;Pensioner;Incomplete higher;Married;House / apartment;-19940;365243;1;0;1;0;;2.0
8000516;F;N;N;0;76500.0;Pensioner;Incomplete higher;Married;House / apartment;-23480;365243;1;0;0;0;;2.0
8000517;F;N;N;0;76500.0;Pensioner;Incomplete higher;Married;House / apartment;-23480;365243;1;0;0;0;;2.0
8000518;F;N;N;0;76500.0;Pensioner;Incomplete higher;Married;House / apartment;-23480;365243;1;0;0;0;;2.0
8000519;F;N;N;0;76500.0;Pensioner;Incomplete higher;Married;House / apartment;-23480;365243;1;0;0;0;;2.0
8000520;F;N;N;0;76500.0;Pensioner;Incomplete higher;Married;House / apartment;-23480;365243;1;0;0;0;;2.0
8000521;F;N;N;0;90000.0;Pensioner;Incomplete higher;Married;House / apartment;-9489;-1682;1;0;1;0;;2.0
8000522;F;N;N;0;90000.0;Pensioner;Lower secondary;Married;House / apartment;-9489;-1682;1;0;1;0;;2.0
8000523;F;N;N;0;90000.0;Pensioner;Lower secondary;Married;House / apartment;-9489;-1682;1;0;1;0;;2.0
8000524;F;N;N;0;90000.0;Pensioner;Lower secondary;Married;House / apartment;-9489;-1682;1;0;1;0;;2.0
8000525;F;N;N;0;90000.0;Pensioner;Lower secondary;Married;House / apartment;-9489;-1682;1;0;1;0;;2.0
8000526;F;Y;N;0;270000.0;Pensioner;Lower secondary;Civil marriage;House / apartment;-13855;-739;1;1;0;0;;2.0
8000527;F;Y;N;0;270000.0;Pensioner;Lower secondary;Civil marriage;House / apartment;-13855;-739;1;1;0;0;;2.0
8000528;M;Y;N;0;81000.0;Pensioner;Lower secondary;Married;House / apartment;-14435;-3386;1;1;0;0;Drivers;2.0
8000529;M;Y;N;0;81000.0;Pensioner;Lower secondary;Married;House / apartment;-14435;-3386;1;1;0;0;Drivers;2.0
8000530;M;Y;N;0;81000.0;Pensioner;Lower secondary;Married;House / apartment;-14435;-3386;1;1;0;0;Drivers;2.0
8000531;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000532;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000533;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000534;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000535;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000536;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000537;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000538;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000539;F;N;N;0;202500.0;Pensioner;Lower secondary;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000540;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000541;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-17274;-1348;1;0;1;0;Laborers;2.0
8000542;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000543;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000544;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000545;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000546;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000547;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000548;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000549;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000550;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000551;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-19702;-9870;1;1;1;0;;2.0
8000552;F;N;N;0;180000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-13241;-4451;1;0;1;0;;2.0
8000553;F;N;N;0;180000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-13241;-4451;1;0;1;0;;2.0
8000554;F;N;N;0;180000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-13241;-4451;1;0;1;0;;2.0
8000555;F;N;N;0;180000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-13241;-4451;1;0;1;0;;2.0
8000556;F;N;N;0;180000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-13241;-4451;1;0;1;0;;2.0
8000557;F;N;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-12130;-798;1;0;0;0;Cooking staff;2.0
8000558;F;N;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-12130;-798;1;0;0;0;Cooking staff;2.0
8000559;F;N;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-12130;-798;1;0;0;0;Cooking staff;2.0
8000560;F;N;N;2;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-9736;-2870;1;0;0;0;;4.0
8000561;F;N;N;2;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-9736;-2870;1;0;0;0;;4.0
8000562;F;N;N;2;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-9736;-2870;1;0;0;0;;4.0
8000563;M;Y;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16196;-6218;1;1;1;0;Laborers;2.0
8000564;M;Y;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16196;-6218;1;1;1;0;Laborers;2.0
8000565;M;Y;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16196;-6218;1;1;1;0;Laborers;2.0
8000566;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000567;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000568;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000569;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000570;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000571;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000572;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000573;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000574;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000575;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000576;M;Y;N;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;-11706;-1164;1;1;0;1;Drivers;2.0
8000577;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16100;-4939;1;0;1;0;Core staff;2.0
8000578;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16100;-4939;1;0;1;0;Core staff;2.0
8000579;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16100;-4939;1;0;1;0;Core staff;2.0
8000580;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16100;-4939;1;0;1;0;Core staff;2.0
8000581;F;N;N;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16100;-4939;1;0;1;0;Core staff;2.0
8000582;F;N;N;0;157500.0;Pensioner;Secondary / secondary special;Married;House / apartment;-16888;-2687;1;0;0;0;Core staff;2.0
